trip_id,stop_sequence,stop_id,arrival_time,departure_time
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,0,2909,,1757425500
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,1,1125,1757425590,1757425590
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,2,52,1757425720,1757425720
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,3,1446,,1757425860
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,4,1092,1757425924,1757425924
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,5,1296,,1757426065
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,6,1317,1757426150,1757426150
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,7,760,1757426245,1757426245
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,8,1315,1757426295,1757426295
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,9,219,1757426356,1757426356
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,10,252,1757426441,1757426441
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,11,103,1757426512,1757426512
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,12,521,1757426580,1757426580
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,13,396,1757426633,1757426633
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,14,382,1757426660,1757426660
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,15,1006,1757426767,1757426767
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,16,81,1757426860,1757426860
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,17,864,1757426892,1757426892
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,18,689,1757426962,1757426962
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,19,686,1757427000,1757427000
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,20,936,1757427041,1757427041
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,21,904,1757427103,1757427103
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,22,803,1757427121,1757427121
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,23,907,1757427180,1757427180
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,24,388,1757427203,1757427203
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,25,1274,1757427260,1757427260
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,26,221,1757427299,1757427299
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,27,143,1757427351,1757427351
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,28,1045,1757427384,1757427384
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,29,583,1757427442,1757427442
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,30,692,1757427517,1757427517
6410649-64_A_50_6402_15:45-SETP2025-64-Semaine-37,31,767,1757427557,1757427557
