trip_id,stop_sequence,stop_id,arrival_time,departure_time
4669809-62_A_46_6203_17:30-RESEAU2023-62-Semaine-17,0,2828,,1757431800
6261661-73_R_95_7302_17:52-PROJET2025-73-Semaine-16,0,5020,,1757433120
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,0,109,,1757425862
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,1,1342,1757425952,1757425952
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,2,753,1757425993,1757425993
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,3,597,1757426075,1757426075
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,4,251,1757426155,1757426155
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,5,799,,1757426197
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,6,982,1757426254,1757426254
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,7,211,1757426117,1757426117
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,8,1258,1757426369,1757426369
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,9,1240,1757426434,1757426434
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,10,1113,1757426502,1757426502
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,11,1343,,1757426554
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,12,1443,,1757426643
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,13,1613,,1757426810
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,14,1616,1757426973,1757426973
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,15,2980,1757427043,1757427043
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,16,1349,,1757427174
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,17,1017,,1757427069
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,18,1298,1757427403,1757427403
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,19,21,,1757427583
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,20,1445,,1757427660
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,21,451,1757427580,1757427580
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,22,60,1757427655,1757427655
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,23,70,1757427731,1757427731
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,24,220,1757427840,1757427840
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,25,1316,1757428127,1757428127
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,26,1015,1757428208,1757428208
6252497-11_A_49_1108_15:46-SETP2025-11-Semaine-37,27,1223,1757428311,
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,0,3257,,1757427300
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,1,3118,1757427321,1757427321
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,2,3269,1757427397,1757427397
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,3,3200,1757427430,1757427430
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,4,3270,1757427473,1757427473
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,5,3215,1757427551,1757427551
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,6,3271,1757427577,1757427577
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,7,32011,1757427621,1757427621
5909234-NVN3_A_90_NVN301_16:15-PROJET2025-NVence3-Semaine-12,8,3272,1757427654,1757427654
