trip_id,route_id,direction_id
6409603-57_R_99_5714_10:40-SETP2025-57-Semaine-06,57,
6261672-73_A_1_7301_10:01-PROJET2025-73-Semaine-16,73,
6420765-81_R_98_8102_10:15-SETP2025-81-Semaine-40,81,
4350564-40_R_99_4001_11:10-RESEAU2023-40-Semaine-04,40,
6452850-T1_A_12_VT102_09:43-SETP2025-L1-Semaine-04,L1,
6446505-05_R_50_0503_11:47-SETP2025-05-L-Ma-J-V-38,05,
6170544-L3_R_97__09:33-JANV2025-L3-Semaine-09,L3,
4523343-88_A_49_8801_10:50-RESEAU2023-88-Semaine-83-1101100,88,
6327197-17_R_99_1707_11:27-SETP2025-17-L-Ma-J-V-35,17,
6402526-32_R_97_3202_10:59-SETP2025-32-Semaine-34,32,
6170286-L2_R_98__09:37-JANV2025-L2-Semaine-09,L2,
6416027-21_R_99_2101_11:18-SETP2025-21-Semaine-40,21,
6253057-14_A_50_1403_10:49-SETP2025-14-L-Ma-J-V-38,14,
4542682-44_A_50_4401_11:05-RESEAU2023-44-Semaine-89,44,
6414244-07_A_49_0707_11:44-SETP2025-07-L-Ma-J-V-41,07,
6365934-20_R_99_2005_11:14-SETP2025-20-Semaine-42,20,
6409570-57_A_50_5708_09:15-SETP2025-57-Semaine-06,57,
6452662-T1_R_57_VT117_09:58-SETP2025-L1-Semaine-04,L1,
6365939-20_R_99_2005_09:59-SETP2025-20-Semaine-42,20,
6428282-60_A_50_6003_09:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
6369684-30_A_50_3003_11:30-SETP2025-30-Semaine-32,30,
6429276-15_R_99_1506_09:15-SETP2025-15-Semaine-11,15,
5838866-22_A_45_2202_10:00-PROJET2025-22-Semaine-20,22,
6327225-17_R_99_1701_09:34-SETP2025-17-L-Ma-J-V-35,17,
6452618-T1_R_57_VT115_09:50-SETP2025-L1-Semaine-04,L1,
6170574-L3_A_48__09:25-JANV2025-L3-Semaine-09,L3,
6018957-55_A_48_5501_12:00-PROJET2025-55-Semaine-08,55,
6369780-42_A_5_4201_09:29-PROJET2025-42-Semaine-83,42,
6368860-09_R_99_0904_09:55-PROJET2025-09-Semaine-35,09,
6446499-05_A_99_0505_10:27-SETP2025-05-L-Ma-J-V-38,05,
6368817-09_A_49_0906_11:30-PROJET2025-09-Semaine-35,09,
6428340-60_R_99_6001_10:40-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
6413106-38_A_50_3804_11:43-SETP2025-38-Semaine-41,38,
6424132-16_R_97_1602_11:48-SETP2025-16-Semaine-35,16,
4515173-80_R_99_8001_13:35-RESEAU2023-80-Semaine-94,80,
6414230-07_R_97_0704_09:46-SETP2025-07-L-Ma-J-V-41,07,
6416367-51_R_98_5105_10:04-PROJET2025-51-Semaine-10,51,
6472701-50_A_50_5002_10:24-PROJET2025-50-Semaine-08,50,
6420767-81_R_98_8101_11:10-SETP2025-81-Semaine-40,81,
6170328-L2_R_98__10:01-JANV2025-L2-Semaine-09,L2,
6218519-84_A_50_8403_11:50-PROJET2025-84-Semaine-04,84,
6452603-T1_R_57_VT112_09:38-SETP2025-L1-Semaine-04,L1,
6005506-B_R_99_VTB01_10:06-JANV2025-B-Semaine-03,B,
6416024-21_R_99_2103_09:48-SETP2025-21-Semaine-40,21,
6452785-T1_A_12_VT120_09:27-SETP2025-L1-Semaine-04,L1,
6365944-20_R_99_2001_11:27-SETP2025-20-Semaine-42,20,
6429271-15_R_99_1502_10:40-SETP2025-15-Semaine-11,15,
6414209-07_A_49_0709_09:57-SETP2025-07-L-Ma-J-V-41,07,
6414234-07_R_97_0711_10:22-SETP2025-07-L-Ma-J-V-41,07,
6414220-07_A_49_0711_09:25-SETP2025-07-L-Ma-J-V-41,07,
6402475-32_A_48_3201_10:00-SETP2025-32-Semaine-34,32,
6429212-15_R_99_1508_11:17-SETP2025-15-Semaine-11,15,
6416280-51_A_49_5104_11:19-PROJET2025-51-Semaine-10,51,
6261659-73_R_95_7302_11:30-PROJET2025-73-Semaine-16,73,
6252476-11_A_49_1106_11:22-SETP2025-11-Semaine-37,11,
5909225-NVN3_A_90_NVN301_11:05-PROJET2025-NVence3-Semaine-12,NVN3,
6170314-L2_R_98__09:53-JANV2025-L2-Semaine-09,L2,
5340957-72_A_50_7201_09:55-PROJET2024-72-Semaine-74,72,
5203698-68_R_99_6801_10:50-PROJET2024-68-Semaine-15,68,
6410620-64_A_50_6402_09:45-SETP2025-64-Semaine-37,64,
6102487-63_A_48_6302_10:10-PROJET2025-63-Semaine-72-1101100,63,
6369680-30_A_50_3001_10:46-SETP2025-30-Semaine-32,30,
5408579-82_A_50_8202_11:10-PROJET2024-82-Semaine-93,82,
6327204-17_R_99_1702_11:14-SETP2025-17-L-Ma-J-V-35,17,
5203677-68_A_50_6801_10:26-PROJET2024-68-Semaine-15,68,
5925315-54_A_50_5402_09:27-PROJET2025-54-Semaine-17,54,
6424090-16_A_46_1601_10:05-SETP2025-16-Semaine-35,16,
5203685-68_A_50_6802_09:07-PROJET2024-68-Semaine-15,68,
6414208-07_A_49_0703_09:48-SETP2025-07-L-Ma-J-V-41,07,
6261657-73_R_95_7302_10:03-PROJET2025-73-Semaine-16,73,
6424180-16_A_50_1602_10:19-SETP2025-16-Semaine-35,16,
6409606-57_R_99_5713_11:25-SETP2025-57-Semaine-06,57,
6416025-21_R_99_2104_10:11-SETP2025-21-Semaine-40,21,
6365927-20_R_99_2007_11:01-SETP2025-20-Semaine-42,20,
5925319-54_A_50_5402_12:29-PROJET2025-54-Semaine-17,54,
6257309-59_A_45_5905_10:02-PROJET2025-59-Semaine-26,59,
6428084-98_A_50_9801_09:25-SETP2025-98-Semaine-08,98,
4515192-80_R_94_8001_11:10-RESEAU2023-80-Semaine-94,80,
6452848-T1_A_12_VT118_09:19-SETP2025-L1-Semaine-04,L1,
6403279-36_A_49_3601_09:55-SETP2025-36-Semaine-33,36,
6414210-07_A_49_0701_10:05-SETP2025-07-L-Ma-J-V-41,07,
5422165-75_A_49_7501_10:00-PROJET2024-75-Semaine-86-1101100,75,
6452617-T1_R_57_VT118_10:02-SETP2025-L1-Semaine-04,L1,
6411436-70_A_50_7001_10:00-SETP2025-70-Semaine-35,70,
6428414-61_R_99_6101_11:00-PROJET2025-61-Semaine-24,61,
6428421-61_A_50_6102_11:10-PROJET2025-61-Semaine-24,61,
