trip_id,route_id,direction_id
6428422-61_A_50_6104_09:50-PROJET2025-61-Semaine-24,61,
4759148-47_R_99_4701_13:34-PROJET2023-47-Semaine-10,47,1
4669790-62_R_99_6206_10:20-RESEAU2023-62-Semaine-17,62,
6411412-70_R_99_7001_11:30-SETP2025-70-Semaine-35,70,1
6429314-15_R_99_1506_10:52-SETP2025-15-Semaine-11,15,1
6446542-05_A_98_0504_12:05-SETP2025-05-L-Ma-J-V-38,05,0
6422652-99_A_50_9902_10:30-SETP2025-99-Semaine-11,99,0
6413104-38_A_50_3804_10:32-SETP2025-38-Semaine-41,38,0
4669777-62_A_48_6204_11:25-RESEAU2023-62-Semaine-17,62,0
6420001-35_R_99_3503_13:06-SETP2025-35-Semaine-35,35,1
5673215-NVN1_A_48_NVN101_12:15-PROJET2024-NVence1-Semaine-15,NVN1,0
6402531-32_R_97_3201_10:44-SETP2025-32-Semaine-34,32,1
6218545-84_R_99_8402_10:01-PROJET2025-84-Semaine-04,84,
6402530-32_R_97_3201_11:15-SETP2025-32-Semaine-34,32,1
6253207-14_R_99_1401_10:34-SETP2025-14-L-Ma-J-V-38,14,1
6429318-15_R_99_1504_11:30-SETP2025-15-Semaine-11,15,1
6428417-61_R_99_6105_10:00-PROJET2025-61-Semaine-24,61,
5838871-22_A_45_2206_12:00-PROJET2025-22-Semaine-20,22,0
6429234-15_A_50_1505_10:52-SETP2025-15-Semaine-11,15,0
6462512-31_A_47_3102_10:35-PROJET2025-31-Semaine-08,31,0
6327188-17_R_99_1704_10:48-SETP2025-17-L-Ma-J-V-35,17,1
6411438-70_A_50_7001_11:00-SETP2025-70-Semaine-35,70,0
6416364-51_A_49_5105_11:56-PROJET2025-51-Semaine-10,51,0
5838467-52_A_6_5202_11:00-PROJET2025-52-Semaine-20,52,0
6410623-64_R_99_6401_11:30-SETP2025-64-Semaine-37,64,1
6167196-90_R_7_9001_10:30-PROJET2025-90-Semaine-21,90,1
6416463-33_R_99_3301_11:12-SETP2025-33-L-Ma-J-V-36,33,1
4759134-47_A_50_4702_11:40-PROJET2023-47-Semaine-10,47,0
6368845-09_A_50_0907_11:33-PROJET2025-09-Semaine-35,09,0
6420766-81_R_98_8103_10:40-SETP2025-81-Semaine-40,81,1
6327120-17_A_50_1707_10:49-SETP2025-17-L-Ma-J-V-35,17,0
6369749-42_R_95_4203_09:35-PROJET2025-42-Semaine-83,42,
6446497-05_A_99_0501_10:08-SETP2025-05-L-Ma-J-V-38,05,
4350563-40_R_99_4001_10:40-RESEAU2023-40-Semaine-04,40,1
6077787-58_R_99_5801_11:35-PROJET2025-58-Semaine-06,58,1
6252997-14_R_99_1406_10:16-SETP2025-14-L-Ma-J-V-38,14,
4515171-80_R_95_8001_10:14-RESEAU2023-80-Semaine-94,80,
6446548-05_A_98_0507_11:29-SETP2025-05-L-Ma-J-V-38,05,0
6429222-15_R_99_1502_12:19-SETP2025-15-Semaine-11,15,1
5203693-68_R_99_6802_09:32-PROJET2024-68-Semaine-15,68,1
5673236-NVN1_A_48_NVN102_11:45-PROJET2024-NVence1-Semaine-15,NVN1,0
6409574-57_A_50_5713_10:15-SETP2025-57-Semaine-06,57,
6446459-05_R_49_0509_11:15-SETP2025-05-L-Ma-J-V-38,05,1
6411413-70_R_99_7002_12:00-SETP2025-70-Semaine-35,70,1
6403297-36_R_99_3602_12:03-SETP2025-36-Semaine-33,36,1
6446467-05_R_49_0506_10:40-SETP2025-05-L-Ma-J-V-38,05,1
6446457-05_A_99_0501_11:20-SETP2025-05-L-Ma-J-V-38,05,0
6452661-T1_R_57_VT101_10:23-SETP2025-L1-Semaine-04,L1,1
4523343-88_A_49_8801_10:50-RESEAU2023-88-Semaine-83-1101100,88,0
6420765-81_R_98_8102_10:15-SETP2025-81-Semaine-40,81,1
6415997-21_A_50_2103_10:53-SETP2025-21-Semaine-40,21,0
5340959-72_A_50_7201_10:45-PROJET2024-72-Semaine-74,72,0
6140103-41_R_98_4101_09:58-PROJET2025-41-Semaine-05,41,
6261659-73_R_95_7302_11:30-PROJET2025-73-Semaine-16,73,1
6253008-14_R_99_1407_11:44-SETP2025-14-L-Ma-J-V-38,14,1
6403273-36_A_49_3601_11:00-SETP2025-36-Semaine-33,36,0
5203697-68_R_99_6802_11:30-PROJET2024-68-Semaine-15,68,1
6446489-05_R_50_0508_10:18-SETP2025-05-L-Ma-J-V-38,05,
6414231-07_R_97_0710_09:55-SETP2025-07-L-Ma-J-V-41,07,
6402521-32_R_97_3202_12:01-SETP2025-32-Semaine-34,32,1
6140104-41_R_98_4101_11:08-PROJET2025-41-Semaine-05,41,1
6419993-35_A_50_3502_12:32-SETP2025-35-Semaine-35,35,0
4350582-40_A_50_4001_11:53-RESEAU2023-40-Semaine-04,40,0
6429315-15_A_50_1502_11:28-SETP2025-15-Semaine-11,15,0
4669795-62_R_98_6203_10:15-RESEAU2023-62-Semaine-17,62,
6257325-59_R_98_5902_11:20-PROJET2025-59-Semaine-26,59,1
5340958-72_A_50_7201_10:20-PROJET2024-72-Semaine-74,72,
6170559-L3_R_97__10:27-JANV2025-L3-Semaine-09,L3,1
6452906-T1_R_57_VT116_09:54-SETP2025-L1-Semaine-04,L1,1
6420105-85_A_47_8501_12:15-PROJET2025-85-Semaine-06-1101100,85,0
6369832-49_R_95_4901_08:10-PROJET2025-49-Semaine-08,chouette:Line:07759d26-564a-4043-bd2d-d1e0c98d686c:LOC,
6428313-60_A_50_6002_10:30-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
6424092-16_A_46_1601_11:03-SETP2025-16-Semaine-35,16,0
5673214-NVN1_R_98_NVN101_11:45-PROJET2024-NVence1-Semaine-15,NVN1,1
6365936-20_A_50_2007_10:24-SETP2025-20-Semaine-42,20,
5838880-22_R_95_2202_12:15-PROJET2025-22-Semaine-20,22,1
4669819-62_R_99_6202_14:51-RESEAU2023-62-Semaine-17,62,1
6412275-71_R_99_7101_13:16-PROJET2025-71-Semaine-80,71,1
6414239-07_A_49_0711_10:57-SETP2025-07-L-Ma-J-V-41,07,0
6428087-98_A_50_9801_10:12-SETP2025-98-Semaine-08,98,0
6102452-63_R_98_6301_11:20-PROJET2025-63-Semaine-72-1101100,63,1
6005543-B_A_50_VTB02_10:11-JANV2025-B-Semaine-03,B,0
4669792-62_R_99_6204_13:50-RESEAU2023-62-Semaine-17,62,1
6462511-31_R_97_3101_10:35-PROJET2025-31-Semaine-08,31,1
6416280-51_A_49_5104_11:19-PROJET2025-51-Semaine-10,51,0
6102486-63_A_48_6305_09:50-PROJET2025-63-Semaine-72-1101100,63,
6424132-16_R_97_1602_11:48-SETP2025-16-Semaine-35,16,1
6446464-05_R_49_0509_10:07-SETP2025-05-L-Ma-J-V-38,05,
5422168-75_A_49_7501_13:25-PROJET2024-75-Semaine-86-1101100,75,0
6170328-L2_R_98__10:01-JANV2025-L2-Semaine-09,L2,1
6452854-T1_A_12_VT116_10:39-SETP2025-L1-Semaine-04,L1,0
6446526-05_A_98_0509_11:47-SETP2025-05-L-Ma-J-V-38,05,0
6218530-84_A_46_8403_10:20-PROJET2025-84-Semaine-04,84,0
6424179-16_R_97_1604_10:20-SETP2025-16-Semaine-35,16,
6252976-14_A_50_1402_11:42-SETP2025-14-L-Ma-J-V-38,14,0
6429220-15_R_99_1504_09:45-SETP2025-15-Semaine-11,15,
6253057-14_A_50_1403_10:49-SETP2025-14-L-Ma-J-V-38,14,0
6252942-14_A_50_1408_11:22-SETP2025-14-L-Ma-J-V-38,14,0
5838848-22_A_45_2206_09:05-PROJET2025-22-Semaine-20,22,
6403257-36_R_99_3602_11:00-SETP2025-36-Semaine-33,36,1
6327205-17_R_99_1701_11:01-SETP2025-17-L-Ma-J-V-35,17,1
4542738-44_R_99_4401_11:28-RESEAU2023-44-Semaine-89,44,1
6170481-L2_R_98__10:31-JANV2025-L2-Semaine-09,L2,1
5097930-69_A_45_6901_13:00-PROJET2023-69-Semaine-15,69,0
6411441-70_A_50_7002_12:30-SETP2025-70-Semaine-35,70,0
6409576-57_A_50_5710_10:45-SETP2025-57-Semaine-06,57,0
6409579-57_A_50_5708_11:30-SETP2025-57-Semaine-06,57,0
6452790-T1_A_12_VT112_10:23-SETP2025-L1-Semaine-04,L1,0
6410622-64_R_99_6402_10:30-SETP2025-64-Semaine-37,64,1
6452851-T1_A_12_VT105_09:55-SETP2025-L1-Semaine-04,L1,0
6257281-59_R_98_5901_12:08-PROJET2025-59-Semaine-26,59,1
6452787-T1_A_12_VT104_09:51-SETP2025-L1-Semaine-04,L1,0
6102451-63_R_98_6302_11:00-PROJET2025-63-Semaine-72-1101100,63,1
6170573-L3_R_97__10:12-JANV2025-L3-Semaine-09,L3,1
5838852-22_R_95_2215_09:20-PROJET2025-22-Semaine-20,22,
6428436-61_R_99_6104_12:20-PROJET2025-61-Semaine-24,61,1
6419991-35_A_50_3504_10:53-SETP2025-35-Semaine-35,35,0
6252427-11_R_97_1103_11:01-SETP2025-11-Semaine-37,11,1
6414766-34_A_26_3401_11:02-PROJET2025-34-L-Ma-J-V-20,34,0
6446499-05_A_99_0505_10:27-SETP2025-05-L-Ma-J-V-38,05,
