trip_id,route_id,direction_id
6403279-36_A_49_3601_09:55-SETP2025-36-Semaine-33,36,0
6414850-34_A_26_3401_11:02-PROJET2025-34-Mercredi-20,34,0
6444281-17_R_99_1701_11:01-SETP2025-17-Mercredi-35,17,1
4759184-47_R_99_4701_13:34-PROJET2023-47-Semaine-11,47,1
6429210-15_A_50_1503_08:45-SETP2025-15-Semaine-11,15,
6252470-11_A_49_1107_10:22-SETP2025-11-Semaine-37,11,0
6272266-91_A_50_9101_08:40-PROJET2025-91-Semaine-28,91,
6443648-07_A_49_0702_10:39-SETP2025-07-Mercredi-41,07,0
6471104-22_A_45_2203_11:00-PROJET2025-22-Mercredi-20,22,0
6170535-L3_A_48__08:46-JANV2025-L3-Semaine-09,L3,0
6444199-17_A_50_1703_11:02-SETP2025-17-Mercredi-35,17,0
5408560-82_R_99_8201_13:00-PROJET2024-82-Semaine-93,82,1
6446864-05_A_98_0506_09:59-SETP2025-05-Mercredi-38,05,0
6218518-84_A_50_8402_10:50-PROJET2025-84-Semaine-04,84,0
6444280-17_R_99_1702_11:14-SETP2025-17-Mercredi-35,17,1
6472680-50_R_99_5003_10:33-PROJET2025-50-Semaine-08,50,1
6411408-70_R_99_7001_09:30-SETP2025-70-Semaine-35,70,
6446865-05_A_99_0508_09:35-SETP2025-05-Mercredi-38,05,0
6261673-73_A_1_7302_10:50-PROJET2025-73-Semaine-16,73,0
6428088-98_A_50_9802_10:29-SETP2025-98-Semaine-08,98,0
6446889-05_R_50_0501_10:51-SETP2025-05-Mercredi-38,05,1
5340960-72_A_50_7201_11:10-PROJET2024-72-Semaine-74,72,0
6428082-98_A_50_9802_08:55-SETP2025-98-Semaine-08,98,0
6355823-18_A_50_1801_11:04-SETP2025-18-Semaine-39,18,0
5838479-52_R_5_5202_09:55-PROJET2025-52-Semaine-20,52,1
6429294-15_A_50_1505_09:13-SETP2025-15-Semaine-11,15,
6443636-07_R_97_0708_09:04-SETP2025-07-Mercredi-41,07,
6409566-57_R_99_5714_08:20-SETP2025-57-Semaine-06,57,
6452839-T1_A_12_VT113_07:33-SETP2025-L1-Semaine-04,L1,0
6444068-14_R_99_1403_10:07-SETP2025-14-Mercredi-38,14,1
5989103-75_A_49_7501_13:25-PROJET2024-75-Mercredi-87,75,0
4515179-80_A_47_8001_09:36-RESEAU2023-80-Semaine-94,80,
6369779-42_A_5_4202_10:03-PROJET2025-42-Semaine-83,42,0
6444189-17_A_50_1706_09:05-SETP2025-17-Mercredi-35,17,
4601783-44_R_99_4401_09:33-RESEAU2023-44-Semaine-88,44,1
6424180-16_A_50_1602_10:19-SETP2025-16-Semaine-35,16,0
6257184-63_R_98_6302_09:20-PROJET2025-63-Mercredi-73,63,
6419994-35_R_99_3503_10:54-SETP2025-35-Semaine-35,35,1
6444012-14_R_99_1404_10:53-SETP2025-14-Mercredi-38,14,1
6368881-09_R_98_0906_10:40-PROJET2025-09-Semaine-35,09,1
6077766-58_A_50_5802_10:11-PROJET2025-58-Semaine-06,58,0
6403285-36_A_49_3602_10:28-SETP2025-36-Semaine-33,36,0
6413139-38_R_99_3803_09:40-SETP2025-38-Semaine-41,38,1
6419974-35_A_50_3503_09:47-SETP2025-35-Semaine-35,35,0
6369682-30_R_99_3002_10:34-SETP2025-30-Semaine-32,30,1
6428424-61_R_99_6104_10:40-PROJET2025-61-Semaine-24,61,1
6428337-60_A_50_6002_09:30-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
4669791-62_R_98_6204_10:45-RESEAU2023-62-Semaine-17,62,1
6444337-33_A_50_3303_10:49-SETP2025-33-Mercredi-36,33,0
6443991-14_A_50_1407_11:11-SETP2025-14-Mercredi-38,14,0
4601804-44_R_99_4401_11:13-RESEAU2023-44-Semaine-88,44,1
6257337-59_A_48_5904_08:50-PROJET2025-59-Semaine-26,59,0
6252418-11_R_97_1102_09:14-SETP2025-11-Semaine-37,11,
6429228-15_A_50_1503_10:16-SETP2025-15-Semaine-11,15,0
6420766-81_R_98_8103_10:40-SETP2025-81-Semaine-40,81,1
6452716-T1_A_12_VT107_08:35-SETP2025-L1-Semaine-04,L1,0
6272265-91_R_99_9102_08:30-PROJET2025-91-Semaine-28,91,
6105246-76_R_99_7601_08:42-PROJET2025-76-Semaine-90,76,
6446855-05_R_49_0509_11:15-SETP2025-05-Mercredi-38,05,1
6005482-B_A_50_VTB01_09:09-JANV2025-B-Semaine-03,B,0
5989186-88_R_99_8801_10:10-PROJET2024-88-Mercredi-85,88,1
6452708-T1_A_12_VT105_07:02-SETP2025-L1-Semaine-04,L1,0
5408553-82_A_50_8202_13:25-PROJET2024-82-Semaine-93,82,0
6355817-18_A_50_1801_09:16-SETP2025-18-Semaine-39,18,
6369676-30_R_99_3002_09:28-SETP2025-30-Semaine-32,30,1
6444369-33_R_99_3301_09:43-SETP2025-33-Mercredi-36,33,1
6462511-31_R_97_3101_10:35-PROJET2025-31-Semaine-08,31,1
6424087-16_A_50_1601_09:00-SETP2025-16-Semaine-35,16,
5340989-72_R_98_7201_10:50-PROJET2024-72-Semaine-74,72,1
6257228-63_A_48_6304_11:10-PROJET2025-63-Mercredi-73,63,0
5408577-82_A_50_8202_09:15-PROJET2024-82-Semaine-93,82,0
6355820-18_A_50_1808_10:02-SETP2025-18-Semaine-39,18,0
6443635-07_R_97_0705_08:56-SETP2025-07-Mercredi-41,07,
6428421-61_A_50_6102_11:10-PROJET2025-61-Semaine-24,61,0
6471121-22_A_45_2202_10:00-PROJET2025-22-Mercredi-20,22,0
6402476-32_A_48_3201_10:30-SETP2025-32-Semaine-34,32,0
6452622-T1_R_57_VT102_08:58-SETP2025-L1-Semaine-04,L1,1
6416023-21_R_99_2101_09:23-SETP2025-21-Semaine-40,21,
6409573-57_A_50_5711_10:00-SETP2025-57-Semaine-06,57,0
6261671-73_A_1_7302_09:20-PROJET2025-73-Semaine-16,73,
6420153-85_R_94_8501_09:55-PROJET2025-85-Mercredi-06,85,1
4759169-47_A_50_4701_12:36-PROJET2023-47-Semaine-11,47,0
6411409-70_R_99_7002_10:00-SETP2025-70-Semaine-35,70,1
6403257-36_R_99_3602_11:00-SETP2025-36-Semaine-33,36,1
4515170-80_R_99_8001_09:03-RESEAU2023-80-Semaine-94,80,
6005505-B_A_50_VTB03_09:39-JANV2025-B-Semaine-03,B,0
6410619-64_R_99_6403_11:00-SETP2025-64-Semaine-37,64,1
6218541-84_A_48_8401_09:50-PROJET2025-84-Semaine-04,84,0
6444011-14_R_99_1408_09:31-SETP2025-14-Mercredi-38,14,
6252417-11_R_98_1106_09:02-SETP2025-11-Semaine-37,11,
6471108-22_R_95_2206_09:50-PROJET2025-22-Mercredi-20,22,1
6005541-B_R_99_VTB03_09:17-JANV2025-B-Semaine-03,B,1
6018955-55_R_98_5501_09:30-PROJET2025-55-Semaine-08,55,1
5989088-75_R_95_7501_11:45-PROJET2024-75-Mercredi-87,75,1
5408578-82_R_99_8202_10:10-PROJET2024-82-Semaine-93,82,1
6444191-17_A_50_1707_09:31-SETP2025-17-Mercredi-35,17,
4601770-44_A_50_4401_10:20-RESEAU2023-44-Semaine-88,44,0
6443647-07_R_97_0703_10:42-SETP2025-07-Mercredi-41,07,1
6415993-21_A_50_2103_08:50-SETP2025-21-Semaine-40,21,
6443958-14_A_50_1403_09:35-SETP2025-14-Mercredi-38,14,
6257292-59_A_45_5903_09:38-PROJET2025-59-Semaine-26,59,0
6422652-99_A_50_9902_10:30-SETP2025-99-Semaine-11,99,0
4515200-80_R_97_8001_13:00-RESEAU2023-80-Semaine-94,80,1
6446854-05_R_50_0507_09:47-SETP2025-05-Mercredi-38,05,1
5989100-75_A_49_7501_10:00-PROJET2024-75-Mercredi-87,75,0
6366082-20_A_50_2006_09:59-SETP2025-20-Semaine-42,20,0
6257224-63_A_48_6305_09:50-PROJET2025-63-Mercredi-73,63,0
6412262-71_A_50_7101_09:25-PROJET2025-71-Semaine-80,71,0
6428311-60_R_99_6003_09:20-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,
6077767-58_R_99_5802_10:54-PROJET2025-58-Semaine-06,58,1
6409600-57_R_99_5712_09:55-SETP2025-57-Semaine-06,57,1
6403290-36_R_99_3601_10:28-SETP2025-36-Semaine-33,36,1
6412264-71_R_99_7101_09:42-PROJET2025-71-Semaine-80,71,1
6410617-64_A_50_6401_10:45-SETP2025-64-Semaine-37,64,0
6428423-61_A_50_6101_10:10-PROJET2025-61-Semaine-24,61,0
4603445-83_R_1_8301_09:20-RESEAU2023-83-Semaine-03,83,
6257226-63_A_48_6301_10:30-PROJET2025-63-Mercredi-73,63,0
6257310-59_R_98_5905_10:56-PROJET2025-59-Semaine-26,59,1
6218560-84_R_95_8401_10:26-PROJET2025-84-Semaine-04,84,1
4759171-47_A_50_4701_10:47-PROJET2023-47-Semaine-11,47,0
6416339-51_A_49_5104_10:04-PROJET2025-51-Semaine-10,51,0
6420728-81_A_49_8101_09:20-SETP2025-81-Semaine-40,81,0
4601786-44_R_99_4401_10:58-RESEAU2023-44-Semaine-88,44,1
6416367-51_R_98_5105_10:04-PROJET2025-51-Semaine-10,51,1
6420729-81_A_49_8102_09:45-SETP2025-81-Semaine-40,81,0
6429234-15_A_50_1505_10:52-SETP2025-15-Semaine-11,15,0
4515171-80_R_95_8001_10:14-RESEAU2023-80-Semaine-94,80,1
6365925-20_R_99_2003_10:23-SETP2025-20-Semaine-42,20,1
4603444-83_R_1_8301_10:35-RESEAU2023-83-Semaine-03,83,1
4669792-62_R_99_6204_13:50-RESEAU2023-62-Semaine-17,62,1
6443959-14_A_50_1406_11:00-SETP2025-14-Mercredi-38,14,0
6411437-70_A_50_7002_10:30-SETP2025-70-Semaine-35,70,0
4669757-62_A_48_6203_09:30-RESEAU2023-62-Semaine-17,62,
6018952-55_A_48_5501_10:15-PROJET2025-55-Semaine-08,55,0
6252469-11_A_49_1103_10:10-SETP2025-11-Semaine-37,11,0
4759181-47_R_99_4702_10:42-PROJET2023-47-Semaine-11,47,1
6252424-11_R_97_1108_10:13-SETP2025-11-Semaine-37,11,1
5097934-69_R_90_6901_09:15-PROJET2023-69-Semaine-15,69,
6444334-33_A_50_3304_09:55-SETP2025-33-Mercredi-36,33,0
6424179-16_R_97_1604_10:20-SETP2025-16-Semaine-35,16,1
6252425-11_R_97_1105_10:25-SETP2025-11-Semaine-37,11,1
4601777-44_A_50_4401_09:40-RESEAU2023-44-Semaine-88,44,0
6462513-31_A_47_3101_10:10-PROJET2025-31-Semaine-08,31,0
5925326-54_A_47_5402_10:58-PROJET2025-54-Semaine-17,54,0
6402487-32_R_97_3201_09:43-SETP2025-32-Semaine-34,32,1
6369781-42_A_6_4203_08:44-PROJET2025-42-Semaine-83,42,
6471103-22_A_45_2206_09:05-PROJET2025-22-Mercredi-20,22,
4350565-40_R_99_4001_11:40-RESEAU2023-40-Semaine-04,40,1
6170321-L2_R_98__09:00-JANV2025-L2-Semaine-09,L2,1
5909225-NVN3_A_90_NVN301_11:05-PROJET2025-NVence3-Semaine-12,NVN3,0
6443638-07_R_97_0709_09:21-SETP2025-07-Mercredi-41,07,
5925309-54_R_98_5403_10:39-PROJET2025-54-Semaine-17,54,1
6366011-20_A_50_2005_10:37-SETP2025-20-Semaine-42,20,0
6428285-60_R_99_6002_11:00-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,1
5340986-72_R_98_7201_09:35-PROJET2024-72-Semaine-74,72,1
6252427-11_R_97_1103_11:01-SETP2025-11-Semaine-37,11,1
6170545-L3_R_97__09:03-JANV2025-L3-Semaine-09,L3,1
5340985-72_R_98_7201_09:05-PROJET2024-72-Semaine-74,72,
6412102-37_R_99_3702_11:34-SETP2025-37-Semaine-37,37,1
6410610-64_A_50_6401_09:15-SETP2025-64-Semaine-37,64,
6369778-42_A_5_4203_10:32-PROJET2025-42-Semaine-83,42,0
6409596-57_R_99_5707_09:00-SETP2025-57-Semaine-06,57,
4603443-83_A_47_8301_11:10-RESEAU2023-83-Semaine-03,83,0
6170538-L3_A_48__09:02-JANV2025-L3-Semaine-09,L3,0
6402526-32_R_97_3202_10:59-SETP2025-32-Semaine-34,32,1
6428398-61_R_99_6102_08:40-PROJET2025-61-Semaine-24,61,
6369749-42_R_95_4203_09:35-PROJET2025-42-Semaine-83,42,1
6257188-63_R_98_6305_10:40-PROJET2025-63-Mercredi-73,63,1
6252419-11_R_98_1103_09:26-SETP2025-11-Semaine-37,11,1
5097937-69_A_40_6901_10:00-PROJET2023-69-Semaine-15,69,0
6369751-42_R_95_4202_10:49-PROJET2025-42-Semaine-83,42,1
6018958-55_R_98_5502_13:11-PROJET2025-55-Semaine-08,55,1
5097938-69_R_90_6901_11:00-PROJET2023-69-Semaine-15,69,1
6261659-73_R_95_7302_11:30-PROJET2025-73-Semaine-16,73,1
6355775-18_R_99_1808_09:04-SETP2025-18-Semaine-39,18,
6419984-35_A_50_3502_10:20-SETP2025-35-Semaine-35,35,0
6443627-07_A_49_0704_08:48-SETP2025-07-Mercredi-41,07,
6140085-41_R_99_4101_08:55-PROJET2025-41-Semaine-05,41,
6170554-L3_R_97__09:11-JANV2025-L3-Semaine-09,L3,1
6429279-15_A_50_1502_09:52-SETP2025-15-Semaine-11,15,0
6366078-20_A_49_2007_09:02-SETP2025-20-Semaine-42,20,
6429220-15_R_99_1504_09:45-SETP2025-15-Semaine-11,15,1
6452718-T1_A_12_VT112_08:55-SETP2025-L1-Semaine-04,L1,0
4601788-44_A_50_4401_11:05-RESEAU2023-44-Semaine-88,44,0
6257324-59_A_45_5902_10:26-PROJET2025-59-Semaine-26,59,0
6412268-71_A_50_7101_11:30-PROJET2025-71-Semaine-80,71,0
6413082-38_R_99_3802_09:17-SETP2025-38-Semaine-41,38,1
6252473-11_A_50_1108_11:00-SETP2025-11-Semaine-37,11,0
6416054-21_A_50_2101_10:27-SETP2025-21-Semaine-40,21,0
6444336-33_A_50_3301_10:31-SETP2025-33-Mercredi-36,33,0
6402501-32_A_48_3202_09:15-SETP2025-32-Semaine-34,32,
6170282-L2_A_49__09:15-JANV2025-L2-Semaine-09,L2,0
6257338-59_R_96_5904_09:44-PROJET2025-59-Semaine-26,59,1
6261662-73_R_95_7302_13:02-PROJET2025-73-Semaine-16,73,1
6444270-17_R_99_1707_10:10-SETP2025-17-Mercredi-35,17,1
6218530-84_A_46_8403_10:20-PROJET2025-84-Semaine-04,84,0
6444051-14_A_50_1406_09:44-SETP2025-14-Mercredi-38,14,0
5097931-69_A_45_6901_13:55-PROJET2023-69-Semaine-15,69,0
6472657-50_R_99_5001_10:09-PROJET2025-50-Semaine-08,50,1
6444366-33_R_99_3302_08:51-SETP2025-33-Mercredi-36,33,
4669782-62_R_98_6201_11:10-RESEAU2023-62-Semaine-17,62,1
6170307-L2_R_98__09:22-JANV2025-L2-Semaine-09,L2,1
6443915-14_R_99_1408_10:43-SETP2025-14-Mercredi-38,14,1
5203691-68_R_99_6801_09:52-PROJET2024-68-Semaine-15,68,1
6369675-30_R_99_3001_09:06-SETP2025-30-Semaine-32,30,
6368825-09_A_49_0901_10:30-PROJET2025-09-Semaine-35,09,0
6170552-L3_A_48__09:33-JANV2025-L3-Semaine-09,L3,0
5097930-69_A_45_6901_13:00-PROJET2023-69-Semaine-15,69,0
6428400-61_A_50_6103_08:50-PROJET2025-61-Semaine-24,61,
6018959-55_A_48_5502_12:29-PROJET2025-55-Semaine-08,55,0
6452621-T1_R_57_VT106_09:14-SETP2025-L1-Semaine-04,L1,1
5203678-68_A_50_6802_11:04-PROJET2024-68-Semaine-15,68,0
6424131-16_R_97_1604_11:18-SETP2025-16-Semaine-35,16,1
6261683-73_R_95_7301_12:17-PROJET2025-73-Semaine-16,73,1
6077764-58_A_49_5802_08:48-PROJET2025-58-Semaine-06,58,0
6369780-42_A_5_4201_09:29-PROJET2025-42-Semaine-83,42,
4601780-44_A_50_4401_10:05-RESEAU2023-44-Semaine-88,44,0
6416285-51_A_49_5101_10:25-PROJET2025-51-Semaine-10,51,0
6366010-20_A_50_2001_09:33-SETP2025-20-Semaine-42,20,
6428314-60_A_50_6001_11:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6402488-32_R_97_3202_09:58-SETP2025-32-Semaine-34,32,1
6444275-17_R_99_1703_08:58-SETP2025-17-Mercredi-35,17,
6410628-64_A_50_6403_11:45-SETP2025-64-Semaine-37,64,0
6443650-07_A_49_0711_10:57-SETP2025-07-Mercredi-41,07,0
6355914-18_A_50_1803_10:48-SETP2025-18-Semaine-39,18,0
6429314-15_R_99_1506_10:52-SETP2025-15-Semaine-11,15,1
6429276-15_R_99_1506_09:15-SETP2025-15-Semaine-11,15,
6444029-14_A_50_1403_10:49-SETP2025-14-Mercredi-38,14,0
6420794-81_R_98_8102_09:00-SETP2025-81-Semaine-40,81,1
6428339-60_A_50_6001_10:10-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6409575-57_A_50_5709_10:30-SETP2025-57-Semaine-06,57,0
6140108-41_A_5_4102_10:02-PROJET2025-41-Semaine-05,41,0
6368822-09_A_49_0905_10:00-PROJET2025-09-Semaine-35,09,0
4669766-62_R_99_6203_08:45-RESEAU2023-62-Semaine-17,62,
6424091-16_A_50_1604_10:48-SETP2025-16-Semaine-35,16,0
5203698-68_R_99_6801_10:50-PROJET2024-68-Semaine-15,68,1
6365930-20_R_99_2006_10:36-SETP2025-20-Semaine-42,20,1
6419995-35_A_50_3501_11:26-SETP2025-35-Semaine-35,35,0
5408579-82_A_50_8202_11:10-PROJET2024-82-Semaine-93,82,0
6416338-51_R_98_5104_09:17-PROJET2025-51-Semaine-10,51,1
6452624-T1_R_57_VT122_08:50-SETP2025-L1-Semaine-04,L1,1
6444069-14_A_50_1408_10:11-SETP2025-14-Mercredi-38,14,0
6428284-60_A_50_6003_10:50-PROJET2025-60-Semaine-08,chouette:Line:4a8dc505-72e7-4b72-b186-a5b46e94fb82:LOC,0
6409556-57_A_50_5712_08:45-SETP2025-57-Semaine-06,57,
6402531-32_R_97_3201_10:44-SETP2025-32-Semaine-34,32,1
6140109-41_A_5_4102_11:10-PROJET2025-41-Semaine-05,41,0
6429226-15_A_50_1501_09:26-SETP2025-15-Semaine-11,15,
6443617-07_A_49_0705_09:32-SETP2025-07-Mercredi-41,07,0
6140087-41_R_99_4102_11:45-PROJET2025-41-Semaine-05,41,1
6420727-81_A_49_CE02_09:05-SETP2025-81-Semaine-40,81,0
6170574-L3_A_48__09:25-JANV2025-L3-Semaine-09,L3,0
6419991-35_A_50_3504_10:53-SETP2025-35-Semaine-35,35,0
4350579-40_A_50_4001_10:23-RESEAU2023-40-Semaine-04,40,0
6368828-09_A_49_0904_09:00-PROJET2025-09-Semaine-35,09,
6416366-51_A_49_5105_10:43-PROJET2025-51-Semaine-10,51,0
6409574-57_A_50_5713_10:15-SETP2025-57-Semaine-06,57,0
6444285-17_R_99_1703_10:22-SETP2025-17-Mercredi-35,17,1
6420762-81_R_98_8103_09:25-SETP2025-81-Semaine-40,81,1
6140110-41_A_5_4101_11:45-PROJET2025-41-Semaine-05,41,0
6428083-98_A_50_9803_09:10-SETP2025-98-Semaine-08,98,0
6409570-57_A_50_5708_09:15-SETP2025-57-Semaine-06,57,
6444301-17_R_99_1701_09:34-SETP2025-17-Mercredi-35,17,
4515192-80_R_94_8001_11:10-RESEAU2023-80-Semaine-94,80,1
6444267-17_R_99_1704_09:22-SETP2025-17-Mercredi-35,17,
5408552-82_A_50_8201_11:55-PROJET2024-82-Semaine-93,82,0
6414851-34_R_22_3401_10:33-PROJET2025-34-Mercredi-20,34,1
6443630-07_A_49_0706_09:17-SETP2025-07-Mercredi-41,07,
6471111-22_A_45_2206_10:30-PROJET2025-22-Mercredi-20,22,0
6419977-35_R_99_3503_08:42-SETP2025-35-Semaine-35,35,
6170548-L3_R_97__08:40-JANV2025-L3-Semaine-09,L3,1
6452844-T1_A_12_VT106_08:31-SETP2025-L1-Semaine-04,L1,0
6018956-55_R_98_5502_11:45-PROJET2025-55-Semaine-08,55,1
6411434-70_A_50_7001_09:00-SETP2025-70-Semaine-35,70,
6018951-55_R_98_5502_10:15-PROJET2025-55-Semaine-08,55,1
6452847-T1_A_12_VT115_09:07-SETP2025-L1-Semaine-04,L1,0
6444167-14_R_99_1401_10:34-SETP2025-14-Mercredi-38,14,1
6412101-37_R_99_3701_11:01-SETP2025-37-Semaine-37,37,1
6424124-16_R_97_1605_09:05-SETP2025-16-Semaine-35,16,
6077786-58_A_50_5801_10:52-PROJET2025-58-Semaine-06,58,0
6446777-92_R_3_9201_08:00-PROJET2025-92-Semaine-22,92,1
6369677-30_A_50_3003_10:24-SETP2025-30-Semaine-32,30,0
5673235-NVN1_R_98_NVN102_11:15-PROJET2024-NVence1-Semaine-15,NVN1,1
6412273-71_R_99_7101_12:27-PROJET2025-71-Semaine-80,71,1
6412099-37_R_99_3701_09:55-SETP2025-37-Semaine-37,37,1
6452717-T1_A_12_VT110_08:47-SETP2025-L1-Semaine-04,L1,0
6403297-36_R_99_3602_12:03-SETP2025-36-Semaine-33,36,1
6419988-35_R_99_3501_10:21-SETP2025-35-Semaine-35,35,1
6365938-20_R_99_2002_10:48-SETP2025-20-Semaine-42,20,1
6403272-36_A_49_3602_09:20-SETP2025-36-Semaine-33,36,
