trip_id,stop_sequence,stop_id,arrival_time,departure_time
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,0,1406,,1757432823
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,1,1361,1757432860,1757432860
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,2,1288,1757432891,1757432891
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,3,538,1757432930,1757432930
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,4,1558,1757432946,1757432946
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,5,1550,1757433003,1757433003
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,6,1572,1757433062,1757433062
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,7,1551,1757433109,1757433109
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,8,1564,1757433138,1757433138
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,9,1567,1757433176,1757433176
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,10,1559,1757433210,1757433210
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,11,1555,1757433235,1757433235
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,12,761,1757433303,1757433303
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,13,1318,1757433382,1757433382
6412301-71_R_99_7101_17:19-PROJET2025-71-Semaine-80,16,459,1757433663,
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,0,2853,,1757429400
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,1,1277,1757429546,1757429546
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,2,1521,,1757429586
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,3,2836,1757429820,1757429820
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,4,2838,1757430073,1757430073
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,5,2883,1757430180,1757430180
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,6,1351,1757430210,1757430210
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,7,2658,1757430242,1757430242
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,8,1184,1757430269,1757430269
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,9,850,1757430399,1757430399
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,10,191,,1757430540
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,11,902,1757430868,1757430868
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,12,6019,,1757430960
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,13,6009,1757431235,1757431235
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,14,6087,1757431349,1757431349
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,15,6088,1757431489,1757431489
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,16,6091,,1757431620
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,17,6044,1757431842,1757431842
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,18,6079,1757431899,1757431899
6257305-59_A_45_5904_16:50-PROJET2025-59-Semaine-26,19,6002,1757432012,1757432012
